chr,start,end,clus,Ahal_ID,TE_ID,mz161122,mz161206,mz161220,mz170104,mz170131,mz170221,mz170307,mz170321,mz170404,mz170418,mz170502,mz170516,mz170530,mz170613,mz170627,mz170710,mz170725,mz170808,mz170822,mz170905,mz170919,mz171003,mz171017,mz171031,mz171113,mz171128,mz171212,mz171225,mz180109,mz180123,mz180206,mz180220,mz180306,mz180320,mz180403,mz180417,mz180501,mz180515,mz180529,mz180612,mz180626,mz180710,mz180724,mz180807,mz180821,mz180903,mz180918,mz181001,mz181016,mz181030,mz181113,mz181127
scaffold_1,16801,16950,E1,g00003,"",E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,16951,17100,E1,g00003,"",E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,17101,17250,E1,g00003,"",E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,17251,17400,E1,g00003,"",E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,17401,17550,E1,g00003,"",E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,17551,17700,E1,g00003,"",E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,17701,17850,E1,g00003,"",E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E2,E2,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1
scaffold_1,17851,18000,E2,g00003,"",E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,18001,18150,E2,g00003,"",E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,18151,18300,E2,g00003,"",E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2
scaffold_1,18301,18450,E2,g00003,"",E2,E2,I2,I2,E2,E2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,E2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,E2,E2,E2,E2,E2,E2
scaffold_1,18451,18600,I2,g00003,"",I2,I2,I2,I2,I2,I2,I2,I2,E2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,E1,E1,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,E1,E1,E1,I2
scaffold_1,18601,18750,I2,g00003,"",I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2
scaffold_1,18751,18900,I2,g00003,"",I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2,I2
scaffold_1,18901,19050,I1,g00003,"",I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I1,I2,I2,I2,I2,I2,I2,I2,I1,I1,I1,I1,I1
